headline,article_link,is_sarcastic,date
The Day the Games Stopped,https://www.newyorker.com//sports/sporting-scene/the-day-the-games-stopped-coronavirus,1,"March 12, 2020"
What It Means to Contain and Mitigate the Coronavirus,https://www.newyorker.com//news/news-desk/what-it-means-to-contain-and-mitigate-the-coronavirus,1,"March 11, 2020"
How Long Will It Take to Develop a Coronavirus Vaccine?,https://www.newyorker.com//news/news-desk/how-long-will-it-take-to-develop-a-coronavirus-vaccine,1,"March 8, 2020"
Watching Sports in a Season of the Coronavirus,https://www.newyorker.com//sports/sporting-scene/watching-sports-in-a-season-of-the-coronavirus,1,"March 6, 2020"
How South Korea Lost Control of Its Coronavirus Outbreak,https://www.newyorker.com//news/news-desk/how-south-korea-lost-control-of-its-coronavirus-outbreak,1,"March 4, 2020"
The End of Egyptian Cotton,https://www.newyorker.com//news/news-desk/the-end-of-egyptian-cotton,1,"February 27, 2020"
"Maria Sharapova Changed Tennis with Her Ambition, on and off the Court",https://www.newyorker.com//sports/sporting-scene/maria-sharapova-changed-tennis-with-her-ambition-on-and-off-the-court,1,"February 26, 2020"
"Anger, Love, and the Evolving Legacy of Kobe Bryant",https://www.newyorker.com//sports/sporting-scene/anger-love-and-the-evolving-legacy-of-kobe-bryant,1,"February 25, 2020"
"The Unhealed Wounds of a Mass Arrest of Black Students at Ole Miss, Fifty Years Later",https://www.newyorker.com//news/news-desk/the-unhealed-wounds-of-a-mass-arrest-of-black-students-at-ole-miss-fifty-years-later,1,"February 23, 2020"
Zion Williamson Is More Than a Walking Mixtape,https://www.newyorker.com//sports/sporting-scene/zion-williamson-is-more-than-a-walking-mixtape,1,"February 21, 2020"
How Wilder-Fury II Became the Biggest Boxing Match in the World,https://www.newyorker.com//sports/sporting-scene/how-the-deontay-wilder-tyson-fury-rematch-became-the-biggest-boxing-match-in-the-world,1,"February 20, 2020"
The Meaning of Kim Clijsters’s Second Comeback,https://www.newyorker.com//sports/sporting-scene/the-meaning-of-kim-clijsterss-second-comeback,1,"February 18, 2020"
Seven Questions for Michael Bloomberg,https://www.newyorker.com//news/our-columnists/seven-questions-for-mike-bloomberg,1,"February 15, 2020"
Is Stealing Baseball Signs Really So Bad? Bobby Valentine Has Some Thoughts,https://www.newyorker.com//sports/sporting-scene/is-stealing-signs-in-baseball-really-so-bad-bobby-valentine-has-some-thoughts,1,"February 13, 2020"
"Grief and Wariness at a Vigil for Li Wenliang, the Doctor Who Tried to Warn China About the Coronavirus",https://www.newyorker.com//news/news-desk/grief-and-wariness-at-a-vigil-for-li-wenliang-the-doctor-who-tried-to-warn-china-about-the-coronavirus,1,"February 11, 2020"
The Woman Shaking Up the Diamond Industry Finds Yet Another Huge Gem,https://www.newyorker.com//news/news-desk/the-woman-shaking-up-the-diamond-industry-finds-yet-another-huge-gem,1,"February 8, 2020"
How the Coronavirus Has Tested China’s System of Information Control,https://www.newyorker.com//news/news-desk/how-the-coronavirus-has-tested-chinas-system-of-information-control,1,"February 7, 2020"
How Trump Has Reversed Decades of American Hostage Policy,https://www.newyorker.com//news/news-desk/how-trump-has-reversed-decades-of-american-hostage-policy,1,"February 7, 2020"
"Inside Acronym, the Tech Consultancy Behind the Disastrous Iowa-Caucus App",https://www.newyorker.com//news/news-desk/inside-acronym-the-tech-consultancy-behind-the-disastrous-iowa-caucus-app,1,"February 5, 2020"
Watch Live: The Final Senate Vote in Donald Trump’s Impeachment Trial,https://www.newyorker.com//news/video-dept/watch-live-the-final-senate-vote-in-donald-trumps-impeachment-trial,1,"February 5, 2020"
How Doug Jones Reached His Decision on the Impeachment Vote,https://www.newyorker.com//news/news-desk/how-doug-jones-reached-his-decision-on-the-impeachment-vote,1,"February 5, 2020"
Watch Live: Donald Trump Delivers the 2020 State of the Union Address,https://www.newyorker.com//news/video-dept/watch-live-donald-trump-delivers-the-2020-state-of-the-union-address,1,"February 4, 2020"
Brittany Smith Loses Her Stand Your Ground Hearing,https://www.newyorker.com//news/news-desk/brittany-smith-loses-her-stand-your-ground-hearing,1,"February 3, 2020"
Watch Live: Closing Arguments Begin in Donald Trump’s Impeachment Trial,https://www.newyorker.com//news/video-dept/watch-live-closing-arguments-begin-in-donald-trumps-impeachment-trial,1,"February 3, 2020"
"In Super Bowl LIV, Patrick Mahomes and the Chiefs Won More Than the 49ers Lost",https://www.newyorker.com//sports/sporting-scene/in-super-bowl-liv-patrick-mahomes-and-the-chiefs-won-more-than-the-49ers-lost,1,"February 3, 2020"
Novak Djokovic Solves the Mind-Body Problem to Win the Australian Open,https://www.newyorker.com//sports/sporting-scene/novak-djokovic-solves-the-mind-body-problem-to-win-the-australian-open,1,"February 2, 2020"
2020 Australian Open: Sofia Kenin Outruns Garbiñe Muguruza to Win the Women’s Final in Melbourne,https://www.newyorker.com//sports/sporting-scene/sofia-kenin-outruns-garbine-muguruza-to-win-the-womens-final-in-melbourne,1,"February 1, 2020"
Watch Live: Day 10 of Donald Trump’s Impeachment Trial in the Senate,https://www.newyorker.com//news/video-dept/watch-live-day-10-of-donald-trumps-impeachment-trial-in-the-senate,1,"January 31, 2020"
"At the Australian Open, Dominic Thiem and Alexander Zverev Look, Again, Like Heirs to the Throne",https://www.newyorker.com//sports/sporting-scene/at-the-australian-open-dominic-thiem-and-alexander-zverev-look-again-like-heirs-to-the-throne,1,"January 31, 2020"
Watch Live: Questioning Continues in Donald Trump’s Senate Impeachment Trial,https://www.newyorker.com//news/video-dept/watch-live-questioning-continues-in-donald-trumps-senate-impeachment-trial,1,"January 30, 2020"
Watch Live: Donald Trump’s Senate Impeachment Trial Enters a New Phase,https://www.newyorker.com//news/video-dept/watch-live-donald-trumps-senate-impeachment-trial-enters-a-new-phase,1,"January 29, 2020"
Watch Live: Donald Trump’s Defense Team Concludes Its Arguments in the Senate Impeachment Trial,https://www.newyorker.com//news/video-dept/watch-live-donald-trumps-defense-team-concludes-its-arguments-in-the-senate-impeachment-trial,1,"January 28, 2020"
The Evidence that Could Save Omar Ameen’s Life,https://www.newyorker.com//news/news-desk/the-evidence-that-could-save-omar-ameens-life,1,"January 27, 2020"
Watch Live: Donald Trump’s Impeachment Trial Continues in the Senate,https://www.newyorker.com//news/video-dept/watch-live-donald-trumps-impeachment-trial-continues-in-the-senate,1,"January 27, 2020"
Kobe Bryant Was Basketball’s Great Storyteller,https://www.newyorker.com//sports/sporting-scene/death-of-kobe-bryant-basketballs-great-storyteller,1,"January 26, 2020"
Watch Live: Trump’s Defense Team Begins Its Arguments in the Impeachment Trial,https://www.newyorker.com//news/video-dept/watch-live-trumps-defense-team-begins-its-arguments-in-the-impeachment-trial,1,"January 25, 2020"
Watch Live: Day 4 of Donald Trump’s Impeachment Trial in the Senate,https://www.newyorker.com//news/video-dept/watch-live-day-4-of-donald-trumps-impeachment-trial-in-the-senate,1,"January 24, 2020"
Watch Live: Day 3 of Donald Trump’s Impeachment Trial in the Senate,https://www.newyorker.com//news/video-dept/watch-live-day-3-of-donald-trumps-impeachment-trial-in-the-senate,1,"January 23, 2020"
Watch Live: Day 2 of Donald Trump’s Impeachment Trial,https://www.newyorker.com//culture/video-dept/watch-live-day-2-of-donald-trumps-impeachment-trial,1,"January 22, 2020"
"Tennis Goes On at the Australian Open, Despite the Fires—This Time",https://www.newyorker.com//sports/sporting-scene/tennis-goes-on-at-the-australian-open-despite-the-fires,1,"January 22, 2020"
The Staggering (and Uncovered) Legal Bills Facing Impeachment Witnesses,https://www.newyorker.com//news/news-desk/the-staggering-and-uncovered-legal-bills-facing-impeachment-witnesses,1,"January 21, 2020"
What C-SPAN Can’t Show Us at the Trump Impeachment Trial,https://www.newyorker.com//news/news-desk/what-c-span-cant-show-us-at-the-impeachment-trial,1,"January 21, 2020"
"Stefanos Tsitsipas, the Percy Shelley of Tennis, Takes Aim at the Australian Open",https://www.newyorker.com//sports/sporting-scene/stefanos-tsitsipas-the-percy-shelley-of-tennis-takes-aim-at-the-australian-open,1,"January 19, 2020"
When Will Australia’s Prime Minister Accept the Reality of the Climate Crisis?,https://www.newyorker.com//news/news-desk/when-will-australias-prime-minister-accept-the-reality-of-the-climate-crisis,1,"January 15, 2020"
L.S.U.’s Spectacular National Football Championship,https://www.newyorker.com//sports/sporting-scene/lsus-spectacular-football-national-championship,1,"January 14, 2020"
Who Is Jared Kushner?,https://www.newyorker.com//news/news-desk/who-is-jared-kushner,1,"January 6, 2020"
The Saudi Sentences in Jamal Khashoggi’s Murder Case Are a Mockery of Justice,https://www.newyorker.com//news/news-desk/the-saudi-sentences-in-jamal-khashoggis-murder-case-are-a-mockery-of-justice,1,"December 23, 2019"
How the White House Is Trying—and Failing—to Keep States from Resettling Refugees,https://www.newyorker.com//news/news-desk/how-the-white-house-is-trying-and-failing-to-keep-states-from-resettling-refugees,1,"December 20, 2019"
How Crystal Mason Became the Face of Voter Suppression in America,https://www.newyorker.com//news/news-desk/how-crystal-mason-became-the-face-of-voter-suppression-in-america,1,"December 18, 2019"
Watch Live: The House Votes on Donald Trump’s Impeachment,https://www.newyorker.com//news/news-desk/watch-live-the-house-votes-on-donald-trumps-impeachment,1,"December 18, 2019"
Seven Turning Points from the Year in Sports,https://www.newyorker.com//culture/2019-in-review/seven-turning-points-from-the-year-in-sports,1,"December 18, 2019"
The Pure Spirit of Greta Thunberg is the Perfect Antidote to Donald Trump,https://www.newyorker.com//news/news-desk/the-pure-spirit-of-greta-thunberg-is-the-perfect-antidote-to-donald-trump,1,"December 13, 2019"
Why Doesn’t the U.S. Have an Accurate Count of Child-Abuse Deaths?,https://www.newyorker.com//news/news-desk/why-doesnt-the-us-have-an-accurate-count-of-child-abuse-deaths,1,"December 12, 2019"
Watch Live: The House Judiciary Committee Votes on Impeachment,https://www.newyorker.com//news/news-desk/watch-live-the-house-judiciary-committee-votes-on-impeachment,1,"December 12, 2019"
Watch Live: The House Judiciary Committee’s Impeachment-Inquiry Hearing,https://www.newyorker.com//news/news-desk/watch-live-the-house-judiciary-committees-trump-impeachment-inquiry-hearing,1,"December 9, 2019"
Andy Ruiz Shocked the Boxing World—Now He’s Trying to Do It Again,https://www.newyorker.com//sports/sporting-scene/andy-ruiz-shocked-the-boxing-worldnow-hes-trying-to-do-it-again,1,"December 6, 2019"
How Donald Trump Is Making It Harder to End the War in Ukraine,https://www.newyorker.com//news/news-desk/how-donald-trump-is-making-it-harder-to-end-the-war-in-ukraine,1,"December 6, 2019"
A New Report on Family Separations Shows the Depths of Trump’s Negligence,https://www.newyorker.com//news/news-desk/a-new-report-on-family-separations-shows-the-depths-of-trumps-negligence,1,"December 6, 2019"
Watch Live: The House Judiciary Committee’s Trump-Impeachment-Inquiry Hearing,https://www.newyorker.com//news/news-desk/watch-live-the-house-judiciary-committee-impeachment-inquiry-hearing,1,"December 4, 2019"
Giving Thanks for Luka Doncic,https://www.newyorker.com//sports/sporting-scene/giving-thanks-for-luka-doncic-dallas-mavericks-nba,1,"November 26, 2019"
"Trump Impeachment Inquiry, Day 5: Watch the Live Stream of the House Intelligence Committee’s Open Hearings",https://www.newyorker.com//news/news-desk/trump-impeachment-inquiry-day-5-watch-the-live-stream-of-the-house-intelligence-committees-open-hearings,1,"November 21, 2019"
Bolivia’s Evo Morales Wants to Stay in the Game,https://www.newyorker.com//news/news-desk/bolivias-evo-morales-wants-to-stay-in-the-game,1,"November 20, 2019"
"Trump Impeachment Inquiry, Day 4: Watch the Live Stream of the House Intelligence Committee's Open Hearings",https://www.newyorker.com//news/news-desk/trump-impeachment-inquiry-day-4-watch-the-live-stream-of-the-house-intelligence-committees-open-hearings,1,"November 20, 2019"
The Blockbuster Video Game That Wants to “Make America Whole Again”,https://www.newyorker.com//sports/sporting-scene/the-blockbuster-video-game-that-wants-to-make-america-whole-again,1,"November 20, 2019"
"Trump Impeachment Inquiry, Day 3: Watch a Live Stream of the House Intelligence Committee’s Open Hearings",https://www.newyorker.com//news/news-desk/trump-impeachment-inquiry-day-3-watch-a-live-stream-of-the-house-intelligence-committees-open-hearings,1,"November 19, 2019"
Colin Kaepernick’s Contested Workout and the Power Plays of the N.F.L.,https://www.newyorker.com//sports/sporting-scene/colin-kaepernick-contested-workout-and-the-power-plays-of-the-nfl,1,"November 18, 2019"
The Key Moments of the Trump Impeachment Hearings,https://www.newyorker.com//news/news-desk/the-key-moments-of-the-trump-impeachment-hearings,1,"November 15, 2019"
Trump Impeachment Hearings: The President’s Attempt to Intimidate Marie Yovanovitch Backfires,https://www.newyorker.com//news/news-desk/trump-impeachment-hearings-the-presidents-attempt-to-intimidate-marie-yovanovitch-backfires,1,"November 15, 2019"
Watch Live: Marie Yovanovitch Testifies in the Trump Impeachment Hearings,https://www.newyorker.com//news/news-desk/watch-live-marie-yovanovitch-testifies-in-the-trump-impeachment-hearings,1,"November 15, 2019"
Watch Live: The House Intelligence Committee’s Open Hearings in the Trump Impeachment Inquiry,https://www.newyorker.com//news/news-desk/watch-live-the-house-intelligence-committees-open-hearings-in-the-trump-impeachment-inquiry,1,"November 13, 2019"
The Trump Administration’s Plot to End DACA Faces a Supreme Court Test,https://www.newyorker.com//news/news-desk/the-trump-administrations-plot-to-end-daca-faces-a-supreme-court-test,1,"November 10, 2019"
The Washington Nationals Won the Most Memorable World Series in Years,https://www.newyorker.com//sports/sporting-scene/the-washington-nationals-won-the-most-memorable-world-series-in-years,1,"October 31, 2019"
WhatsApp Claims That an Israeli Tech Firm’s Spyware Targeted Human-Rights Activists and Journalists,https://www.newyorker.com//news/news-desk/whatsapp-sues-an-israeli-tech-firm-whose-spyware-targeted-human-rights-activists-and-journalists,1,"October 29, 2019"
A Hunger Strike in ICE Detention,https://www.newyorker.com//news/as-told-to/a-hunger-strike-in-ice-detention,1,"October 29, 2019"
The Stories That the Houston Astros Have Told,https://www.newyorker.com//sports/sporting-scene/the-stories-that-the-houston-astros-have-told,1,"October 25, 2019"
"The Return, and Potential Returns, of the N.B.A.",https://www.newyorker.com//sports/sporting-scene/the-return-and-potential-returns-of-the-nba,1,"October 25, 2019"
The Importance of Cigarette Receipts in a Thirty-Two-Year-Old Murder Case,https://www.newyorker.com//news/news-desk/the-importance-of-cigarette-receipts-murder-conviction,1,"October 25, 2019"
